Current St #,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Year Current Building Built
372,C. E. Green,C. E. Green,C. E. Green,Mrs Findlestein,,William Steadman,,Mrs A. E Welch. Lodging House,,,,,Mrs J Griffiths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Jno. LEnchan,Yates Herbt. E,Jas Wilson,Mrs Emma Hartnett,,George W. Lander,,George W Lander. Lodging House,,,,,Harry Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,-,,,,,Mrs A M Cocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Jas Inglis,,Jas Greenhalgh,James Greenhalgh,James Greenhalgh,,,,,,,,Mrs B Truscott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Mrs May Raitt,Kruger Mrs Rose,Jas Hume,John Bozic,,Henry J. Sugden,,William Beckett,,,,,Mrs N O'Leary. Lodging House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Waltern Buchanan,Kell Mrs Emily,,Mrs Rose James,,"Joshua Abrahams, Abadco & A",,James Stevenson,,,,,Patrick Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,B Roffman,,Banfield __,Charles Banfield,Charles Banfield,,,"Perth Case Fety. (W H Wilcocks, Proprietor)",,,,,"Jno. S Pryor, Hairdresser & Tobacconist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spanney Miss C, Second Hand Dealer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381a,,,,,,,,"Walter H Wilcocks, Hairdresser",,,,,"William R Mackay, Engineer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,-,Albert Rice,-,Mrs Agnes Maloney,,"Mrs L. Gibson, Boarding House",,Mrs E Gibson. Loarding House,,,,,Mrs Clara Johnson. Lodging House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,George Standley. Bookseller,,George Standley. Bookseller,"Harry Cass, Underclothing Manufacturer","Hy. J. Cornock, Greengrocer ",,,William R Mackay. Engr,,,,,"Fredrick Kendall, Smallgoods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cassidy Mrs Alice, Mixed Business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,-,,,,,-,,,,,George Way. Herbalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,"Mrs E Franks, Dressmaker","Mrs E Franks, Dressmaker",,,Mrs E Franks. Dressmaker,,,,,Mrs E Moran. Dressmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berryman Mrs Annie, Clothes repairer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"William H Piper, Carpenter",Piper Wm. H carpenter,Arthur F Vanheurch,Mrs William Linney,,Mrs William Linney,,Mrs M A Linney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"Russell & Woodcock, Plumbers",,Edmond R Miller. Tailor,William Hogan,"Mrs J. Fulcher, Dairy Producer",,,Mrs J Fulcher. Dairy Products,,,,,Mrs M C Lee. Whte Wk; Daniel Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frankina Mrs O, Dressmaker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"Sun Hun, Fruiterer & Greengrocer","Hun Sun, fruitr. & greengrocer","Sun Hun, Greengrocer","Sun Hun, Greengrocer",,"Sun Hun, Greengrocer",,J. C. Loong. Laundry,,,,,J. C. Loong. Laundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton G C, mix business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Mrs J Fulcher. Confectioner,,Mrs J Fulcher. Confectioner,"Mrs J Fulcher, Confectioner","Mrs J Fulcher, Confectioner",,,Mrs A Turrell. Confectioner,,,,,Mrs A Turrell. Confectioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton G C, mix business; Roberts Alex Bookseller and Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILLAR BOX,-,,-,,,,,PILLAR BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,J. C. Loong. Laundry,"Hun Sun, fruitr. & greengrocer",J. C. Loong. Laundry,"J.C. Loong, Laundry
Sun Hun, Greengrocer",,"J.C. Loong, Laundry
Sun Hun, Greengrocer",,"Sun Hun, Greengrocer",,,,,"Sun Hun, Greengrocer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton G C, mix business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Alfred Meek, Bootmaker",,Mrs J Biglin. Laundry,Mrs J Biglin. Laundry,"S. Flygare, Laundry",,,Siri Flygare. Laundry,,,,,Mrs M Toogood. Laundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Henry Jones,Ah Quand,Quand Ah,Long Sit,,Long Sit/ Sit Long,,Set Long.,,,,,Mrs M Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Richard Barnes. Hairdresser,,Richard Barnes. Hairdresser,"Walter H. Willcocks, Hairdresser","Walter H. Willcocks, Hairdresser",,,Ambrose H Major. Butcher,,,,,Ambrose H Major. Butcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scown H J, Butcher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Street Shopping Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Ernest T Sara,Dagnia Thos. C. grocer,Thos. C Dagnia. Grocer,"Ernest T Sara, Grocer",,"Sara & Co. E. T. Grocers, Sara Ernst T. (S & Co.)",,"Percy, Sara & Co, Grocers",,,,,Skipper Bros Grocers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bucci M & J, Mix business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,-,,-,Gilbert G. Randall,William I. Key,,,Thomas H Williams,,,,,Thomas H Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898
396,"Ernest T Sara, Grocer",,Thos. C Dagnia. Grocer,"Ernest T Sara, Grocer",,,,"Percy, Sara & Co, Grocers",,,,,Skipper Bros Grocers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bucci M & J, Mix business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,Thomas A Kerr,Mrs A. M. Griffiths,John Ryan,,,Mrs E Gibson,,,,,Mrs E Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Mrs A Van Huerch, nurse",,,Herbert Harman,Bertram Williams,,,Mrs C Pollett,,,,,Jno Polley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Mis Una Jones. Refreshment Rooms,Mis Una Jones. Refreshment Rooms,Mrs A Northoy. Confectioner,"Mrs S Musakhan, Confectioner",,"Mrs S Musakhan, Confectioner",,"Mrs S Musakhan, Confectioner",,,,,Mrs A J Dornan. News Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"R Denney, Herbalist",,Mrs E Williams. Nurse,"Mrs E. Williams, Nurse","Mrs E. Williams, Nurse",,,Mrs A G Williamson,,,,,Mrs H Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Carruthers Geo. fancy rep,,,,"Bruno E. Menzel, Nurseryman & Florist",,"Solomon Waten, Draper",,,,,Mrs E Willson. Draper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Mrs Louisa Thorburn,,Patrick Hynes. Bootmaker,Mrs Louisa Thorburn,Mrs Louisa Thorburn,,,Denis Ryan,,,,,Walter Gaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Mrs E Gordon. Dressmaker,,,,,"Lipman Bloom, Fruiterer",,Isia Krasnostein. Grocer & Greengrocer,,,,,Mrs M Cooke. Fish Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,David Wimbridge,,,Mrs Emma Brackenreg,"Agnes Doran, Nurse",,,Mrs B M Vowles,,,,,Mrs B M Vowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Thomas Fulker,Mrs Potter,Mrs Mary White,Maurice Bernard,Alfred S. Locke,Arthur Wray,,Arthur Wray,,,,,Mrs Eva Wray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,-,,-,Mrs Mary McCormick,,,,Railton Street. Bootmaker,,,,,James Coats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somas M, Mix Business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Allen Dick. Fruiterer,,,"Francis Cunningham, Fruiterer","Mrs S. Rowe, Fruiterer",,,"Miss M Maclean, Confectioner",,,,,"Mrs N Smythe, Small Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somas M, Mix Business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Chas. H Dorney,Dorney C,Chas. H Dorney,Chas. H Dorney,,Charles H. Dorney,,Chas. H Dorney,,,,,David Calvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Bernhardt Santinover. Picture Frame Maker,,Bernhardt Santinover. Picture Frame Maker,"Bernhardt Santinover, Picture Frame Maker","Bernhardt Santinover, Picture Frame Maker",,,Bernhardt Santinover. Picture Frame Maker,,,,,Bernhardt Santinover. Picture Frame Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith R E, French Polisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lido,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,E. T. Wade,Thompson A  K,Edward Potter,Sydney Simmons,,"Sydney Simmons, Horse Dealer",,Mrs R Hoffman,,,,,Michael Pascoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Mrs Eliza Taylor,,Isaac Gunzburg,Isaac Gunzburg (G. Bros),Isaac Gunzburg (G. Bros),,,Mrs H White,,,,,Matthew Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Mrs H Hill,Hill Mrs H,Mrs E Lambert,,,Mrs S. Reynolds,,Sydney Simmons. Horse Dealer,,,,,Mrs Charlotte Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420a,-,,Ernest Stranch,Mrs. Annie Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,-,,Cecil D Baker,Cecil D. Baker,"Cecil D. Baker, Painter",,,"Cecil D Baker, Painter",,,,,Hy Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Henry B. Abbott. Contractor,,Henry B. Abbott. Contractor,"Henry B. Abbott, Contractor","Henry B. Abbott, Contractor",Owen Olliff,,Henry B. Abbott. Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Alfred E French,French Alfd. E,Joseph Barclay,Joseph Barclay,,,,Sydney J Armstrong,,,,,Mrs E Holliday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,Solomon Miller. Grocer,"Solomon Miller, Grocer","Solomon Miller, Grocer",,,Miss B Barry. Storekeeper,,,,,"Edwin Sara, Grocer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belestis Lou, Grocer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kong's Oriental Supermarket,Kong's Oriental Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,William Sherrard,Betts Robt,Edward George,William Buxton,,Morris Hoffmann,,Morris Hoffmann,,,,,Joseph Herman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906
427-429,Mohammedan Mosque,Mohammedan Mosque,Mohammedan Mosque (Ayar Mohamed),Mohammedan Mosque,Mohammedan Mosque (Ayar Mahomed),,,Mohammedan Mosque (Ayar Mohamed),,,,,Mohammedan Mosque (Ayar Mohamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perth Mosque,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Maurice Ferstat. Store,Ferstat M. storekeper,Maurice Ferstat. Store,Maurice Ferstat. Store,,"A. C. James, Wine Shop",,"J. H Davies, Wine Shop",,,,,"L Lawson, Wine Saloon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aftons Soft Furnishings, Furnishings drapery retailers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906
430,Jos. Abramovich. Fancy Rep,Jos. Abramovich. Fancy Rep,Jos. Abramovich. Fancy Rep,Jos. Abramovich. Fancy Rep,,"M. Rosenblum, Fruiterer",,M Rosenblum. Fruiterer & Grocer,,,,,C H Fielder. Grocer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"City Towel Supply Co., laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,U Ostrovski. Bootmaker,Jno McGavin. Tinsmith,Jno McGavin. Tinsmith,Jno McGavin. Tinsmith,,"Mandel Brown, Bootmaker",,Mandel Brown. Bootmaker,,,,,Mandel Brown. Bootmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Mrs Annie Lambert,,Mrs C J Stodart,Mrs C. J. Stodart,Mrs C. J. Stodart,,,Mrs C J Stodart,,,,,Mrs C J Stodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,Dunn Bros. Horsedealers,,Dunn Bros. Horsedealers,,Dunn Bros. Horse Dealers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Globe furniture Co., store room; Rear: Alpha Products, cardboard box mfr; Ava Confections, confrs mfg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dough Pizza,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Mrs Amelia Franke,,Mrs Amelia Franke,Mrs Amelia Franke,Mrs Amelia Franke,,,Edward A Sims,,,,,Frederick G Nicolla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Patrick Roddey,Herrod Mrs Helen,William Schwieger. Carrier,William Schwieger. Carrier,,William Schwieger. Carrier,,Mrs A Moloney,,,,,Mrs N Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
